Bolagsnamn,Land,Lista,Bransch,Ticker,ISIN,Börsvärde,Aktiekurs,Utveck.  1d,Utveck.  1v,Utveck.  1m,Utveck.  3m,Utveck.  6m,Utveck.  1 år,Utveck.  3 år,Utveck.  5 år,P/E,P/E avg - 1 år,P/E avg - 3 år,P/S,P/S avg - 1 år,P/S - avg 3 år,P/FCF,P/FCF avg - 1 år,P/FCF avg - 3 år,MA(5)/MA(20),MA(20)/MA(70),MA(50)/MA(200),N. Rapport Datum,N. Rapport Dagar,Graham_Score
F-Secure,Finland,Mid Cap,Programvara & Internet,FSC1V,FI0009801310,613.856,3.94,-0.0174564,0.06486487,0.148688,0.1939394,0.1796408,0.5212356,0.6909872,1.592105,44.82366,43.32735,31.79681,3.800966,3.151961,3.258243,27.65117,21.89634,20.5581,0.08582401,0.06664157,0.03238666,04/05/2017,,3
Funcom,Norge,OB Match,Betting & Spel,FUNCOM,NL0000062461,645.6404,2.59,0,0.01568626,-0.04074079,-0.3728814,0.9770992,0.01968502,-0.4295154,-0.8476471,18.82267,-1.60906,0.6237579,4.714156,4.337612,4.025568,48.45913,1.46365,7.544415,0.008241177,-0.2143438,0.2400331,16/05/2017,,1
G4S,Denmark,Large Cap,Tjänster & Leverans,G4S,GB00B01FLG62,42669.6,27.6,-0.005763683,-0.02507945,0.02526004,0.2185431,0.2873134,0.5367484,0.1845494,0.06646064,25.05902,113.1541,192.6926,0.6536998,0.5551381,0.5913753,9.824914,17.42608,14.35598,0.00826478,0.08079661,0.1951164,,,2
G5 Entertainment,Sverige,Small Cap,Betting & Spel,G5EN,SE0001824004,1909.6,217,-0.02908278,0.04326923,0.03087886,0.1890411,1.855263,5.802508,6.185431,4.564103,42.20969,20.71204,27.51811,2.937015,1.438816,1.658193,63.06473,72.63058,195.1218,0.08865155,0.04782081,0.654294,04/05/2017,,1
Gabather,Sverige,Aktietorget,Läkemedel,GABA,SE0006257531,121.473,8.25,0.006097584,0,-0.006024119,-0.195122,-0.2826087,-0.3604651,,,-15.38892,-29.46662,-26.30701,255.1954,3815.575,940.9777,-11.63869,-22.75799,-19.44463,-0.01731348,-0.08712238,-0.237621,19/05/2017,1,1
Gabriel Holding,Denmark,Small Cap,Byggprodukter,GABR,DK0060124691,0.554,554,-0.02464789,-0.06260575,-0.001801802,0.005444646,0.07572816,0.7046154,2.337349,4.624365,,,,,,,,,,0.02694023,,0.04846668,,,2
Gaming Corps,Sverige,First North,Betting & Spel,GCOR,SE0007100615,20.98845,0.525,-0.0789474,-0.1250001,-0.16,-0.4559585,-0.6022727,-0.8581082,,,-0.6942608,-4.303089,-2.868726,4.860688,9.203918,6.135946,-0.6024066,-2.705617,-1.803745,-0.09418511,-0.1729243,-0.4726709,,,2
Gaming Innovation,Norge,OB Match,Betting & Spel,GIG,US4593781051,4971.629,5.6,0,0.08527133,0.1940298,0.432225,0.7554858,0.4933333,3.705882,0.9649124,370.8609,55.84628,133.6763,7.765885,6.10325,5.448773,187.3923,2.684738,25.04315,0.04042184,0.09336292,0.2739613,02/05/2017,,1
Gapwaves,Sverige,First North,Kommunikation,GAPW B,SE0009155518,,12.65,0.07659571,0.240196,0.3041237,0.03265303,,,,,,,,,,,,,,0.08609271,-0.05861587,-0.1791147,16/05/2017,,2
GARO,Sverige,Small Cap,Tjänster & Leverans,GARO,SE0008008262,2200,220,-0.01565996,-0.06976745,-0.1586998,0.05769231,0.2827988,0.9340659,,,30.05465,30.23152,19.25798,3.18057,2.548501,1.858411,220,131.5259,87.68392,-0.0438484,-0.001427174,0.2412355,04/05/2017,,1
Gasporox,Sverige,First North,Handel & Distribution,GPX,SE0008991624,,11.25,-0.01746723,0.01351348,0.1658031,-0.09274191,-0.2598684,,,,,,,,,,,,,0.05808258,-0.03209263,-0.2013356,,,2
GC Rieber Shipping,Norge,OB Standard,Tjänster & Leverans,RISH,NO0010262686,395.5777,9.06,0,-0.1412322,-0.1910714,-0.2752,-0.09399996,-0.1910714,-0.8030434,-0.7411429,-0.5431264,-5.093039,-8.774676,1.924915,1.276673,1.646487,-2.478169,-0.8118693,-4.161671,-0.06914479,-0.08069002,-0.1305949,,,1
Generic Sweden,Sverige,First North,Kommunikation,GENI,SE0001790791,68.2206,5.55,-0.008928521,-0.1328125,-0.189781,-0.02631572,0.1189516,0.1419753,0.4528796,0.2278761,13.34135,12.40197,11.8135,0.6646202,0.6259354,0.5987237,40.29569,25.79049,23.77741,-0.08300389,-0.001691103,0.1715548,11/05/2017,,3
Genesis IT,Sverige,Aktietorget,IT-Tjänster,GENE,SE0000661613,390.45,41.1,0,-0.02375297,-0.03294121,-0.169697,1.055,1.935714,3.835294,19.55,21.42522,15.94041,17.65981,4.754859,1.93705,2.676069,19.58812,9.947476,3.849289,0.01521611,-0.09849817,0.2970802,11/05/2017,,1
Genmab,Denmark,Large Cap,Bioteknik,GEN,DK0010272202,82766.44,1340,-0.03527718,-0.04490378,0.06772909,-0.04761905,0.07285829,0.321499,5.335698,30.25729,68.13756,67.56148,56.74833,43.63643,38.1342,37.13992,-1205.541,190.285,-508.4023,0.005560994,-0.009117901,0.09265005,10/05/2017,,2
Genovis,Sverige,First North,Läkemedel,GENO,SE0002485979,165.3291,2.99,-0.00333333,-0.00333333,0.1912351,0.1325757,0.0992647,0.9933333,-0.2131579,-0.2439758,-11.45594,-6.80461,-7.332773,11.28218,5.631177,6.664762,-9.574303,-5.916855,-7.126128,-0.01907712,0.1130093,0.08470095,08/05/2017,,
Getinge,Sverige,Large Cap,Sjukvård,GETI B,SE0000202624,42064.01,176.5,-0.01506695,-0.01616496,0.1142677,0.2080766,0.2172414,0.03579816,-0.07349081,0.001134413,31.04388,34.0571,33.65927,1.400127,1.47974,1.466486,21.07415,30.65361,24.09717,0.03007019,0.09129513,0.03882444,25/04/2017,,4
GHP Specialty Care,Sverige,Small Cap,Sjukvård,GHP,SE0002579912,836.5767,12.35,-0.01984127,-0.03515624,-0.1115107,0.03347285,0.1382488,0.5153375,1.166667,0.9919356,20.55593,18.90916,21.15837,0.8457103,0.7796309,0.7654052,124.8622,-41.63523,-10.37079,-0.01696223,0.04242504,0.1046919,25/04/2017,,
Glaston,Finland,Small Cap,Byggprodukter,GLA1V,FI0009010219,76.97508,0.399,-0.01481485,0,-0.002500042,-0.02919714,0.0583554,0.04999999,0.04999999,0.07837833,199.5,55.54995,91.51951,0.7576287,0.7505082,0.7523673,8.847711,-17.35146,2.585786,0.01093924,-0.01313549,0.03204095,26/04/2017,,
Glunz & Jensen,Denmark,Small Cap,Elektronisk utrustning,GJ,DK0010249309,,48.5,0.04301076,0.05895199,0.2125,0.3143631,0.1331776,0.04525859,-0.1983471,-0.1709402,,,,,,,,,,0.09056783,0.05480123,-0.04404778,27/04/2017,,2
Glycorex Transplantation,Sverige,NGM,Läkemedel,GTAB B,SE0000524530,209.5034,3.15,-0.01562498,0,0.039604,-0.01869157,-0.006309142,0.6492147,0.08996539,0.25,177.9661,-22.21494,34.39733,6.259624,4.684257,5.1839,-111.3195,-46.71789,-55.44461,0.01280403,-0.01694763,0.1313189,,,1
GN Store Nord,Denmark,Large Cap,Elektronisk utrustning,GN,DK0010272632,27361.4,192.8,-0.01832989,-0.01481857,0.188656,0.2012461,0.3810888,0.4485349,0.316041,1.910189,24.96504,21.02281,23.33013,3.112434,2.49115,2.627006,24.78388,45.53356,46.0951,0.0656867,0.09226333,0.1226429,04/05/2017,,1
Gold Town Games,Sverige,NGM,Betting & Spel,GTG MTF,SE0008587117,25.77417,3.39,-0.002941174,-0.06353585,-0.1262887,0.4008265,-0.2565789,,,,-6.058981,-6.058981,,4.934744,4.934744,,-2.782186,-2.782186,,-0.05344338,0.04211819,-0.05104852,,,3
Golden Ocean,Norge,OB Match,Tjänster & Leverans,GOGL,BMG396372051,5535.658,52.25,0,-0.09913793,-0.2817869,0.07954542,0.4008043,0.8142362,-0.8551019,,-5.12964,-6.568457,13.81059,2.541067,5.54855,4.428995,-3.302552,-3.021244,-0.2681787,-0.1120315,0.001036525,0.4425472,,,2
GoldX International,Sverige,Aktietorget,Återförsäljare,GOLDX,SE0005568698,19.8642,0.15,-0.02597398,-0.04458598,-0.117647,-0.06249994,0.04166675,-0.4505494,,,-7.281553,-15.21454,-12.24336,0.6941641,1.146021,0.9706287,,-15.82174,-10.52846,-0.02668357,-0.0499267,0.03114212,19/04/2017,,1
Goodtech,Norge,OB Match,IT-Tjänster,GOD,NO0004913609,162.6484,7.11,0,-0.03133515,0.0289436,-0.03265303,-0.04563754,-0.3594595,-0.5130137,-0.5412903,-0.9582985,-0.4261606,-3.431988,0.2362101,0.2151086,0.2152818,3.54076,12.70826,15.50612,0.000696182,0.004275441,-0.0599615,10/05/2017,,2
Greater Than,Sverige,Aktietorget,Programvara & Internet,GREAT,SE0005881554,84.6248,10.4,0.05583748,-0.03255817,-0.2490975,-0.3459119,-0.3882353,0.4246574,,,-7.416388,-9.006985,-8.574726,10.93909,16.19698,14.91331,-8.152678,-8.226568,-8.349464,-0.04487485,-0.2477665,-0.1264785,17/05/2017,,1
Greentech Energy,Denmark,Small Cap,Energiproducenter,GES,DK0010240514,,7.8,-0.01265822,-0.02499998,0.05405407,0.1729323,0.07586209,0.248,-0.35,-0.3658537,,,,,,,,,,-0.005012512,0.1148589,-0.01404971,,,2
Grieg Seafood,Norge,OBX,Livsmedel,GSF,NO0010365521,8006.166,71.7,0,-0.004166709,0.1555197,-0.009668571,-0.1009405,0.6369863,1.938524,10.60194,6.77348,32.89188,106.9203,1.212396,0.8329564,0.8668437,10.62484,5.05946,11.25285,0.02737916,-0.02902168,-0.004520297,12/05/2017,,2
Gränges,Sverige,Mid Cap,Produktion,GRNG,SE0006288015,6388.175,85,-0.01162791,-0.01734104,0,0.00591716,0.02409639,0.3765182,,,11.38723,11.53126,11.58733,0.7309961,0.8124278,0.781583,-3.277668,-0.1584561,0.582586,-0.01715267,0.0380702,-0.02157527,27/04/2017,,2
GS Sweden,Sverige,First North,Elektronisk utrustning,GOMX,SE0008348304,1074.222,57,-0.05,-0.02978723,0.02702703,0.6239317,0.7924529,,,,119.6222,39.87408,39.87408,19.84083,6.613609,6.613609,-33.21651,-11.07217,-11.07217,0.06104124,0.06750262,0.4571762,,,1
Guideline Geo,Sverige,NGM,Elektronisk utrustning,GGEO,SE0005562014,91.561,12.2,-0.01612902,-0.008130113,-0.03937008,-0.170068,0.22,0.1960784,0.08928572,0.6486486,35.51674,-12.02842,23.719,0.7097367,0.6680847,0.634414,-14.8109,-10.86321,6.948534,-0.06746501,-0.05113637,0.1763086,11/05/2017,,2
Gullberg & Jansson,Sverige,Aktietorget,Byggprodukter,GJAB,SE0004576346,39.14304,4.56,0,-0.04402516,-0.02978721,-0.08617231,-0.2271187,-0.2137931,1.171429,,-189.2116,,-50.57053,0.6771449,0.640299,0.5201522,-11.34252,-300.466,-1.445295,0.007112384,-0.01467824,-0.175307,,,2
Gunnebo,Sverige,Mid Cap,Tjänster & Leverans,GUNN,SE0000195570,3482.29,45.6,-0.02771861,-0.03184713,0.008849507,0.04109587,0.1603053,0.03167416,0.2561983,0.6056338,16.27293,16.0531,16.67711,0.5673329,0.529111,0.5302632,23.8513,19.47963,4.752005,-0.03305435,0.05249918,0.0968256,28/04/2017,,1
GWS Production,Sverige,First North,Elektronisk utrustning,GWS,SE0006117297,45.968,3.2,0.06666669,-0.030303,-0.2118226,-0.5524476,-0.5897436,-0.6878049,,,-2.613098,-9.556207,-6.485555,3.345317,22.80418,20.81054,-1.944583,-8.69588,-6.419808,-0.1398497,-0.2718909,-0.4581597,,,1
Gyldendal,Norge,OB Standard,Media,GYL,NO0004288200,652.78,257,0,0,0.01984127,-0.04814815,0.01581028,0.007843138,0.2536585,0.3526316,9.338799,12.94365,25.07459,0.3597178,0.327273,0.3370709,8.15975,4.516884,7.26582,0.00194931,-0.02529716,0.01509106,,,3
Gyldendal B ddk,Denmark,Small Cap,Media,GYLD B,DK0010247600,0.519,519,0,0.01964637,-0.05636363,-0.01142857,0.038,0.005813953,0.2862453,0.3023839,,,,,,,,,,-0.01871812,-0.01000077,0.01979244,,,2
Götenehus Group,Sverige,First North,Byggnation,GHUS B,SE0001799636,541.3468,6.2,-0.00800003,0.06896545,0.1071428,0.3449023,0.5422885,0.618799,1.530612,0.8639889,13.04714,10.13256,10.64342,0.6055334,0.4216244,0.4290442,12.24767,-10.68001,-16.75947,0.04502976,0.1222044,0.1936891,12/05/2017,,1
Hafslund B,Norge,OB Match,Energiproducenter,HNB,NO0004306416,18737.86,96,0,0.002610966,0.09714286,0.05494506,0.0878187,0.4769231,0.9551936,0.8113207,13.36526,10.27103,10.45216,1.357521,0.9693663,1.012988,20.47853,-13.57642,-16.90929,0.00577116,0.03877294,0.0485487,03/05/2017,,2
Haldex,Sverige,Mid Cap,Produktion,HLDX,SE0000105199,5260.276,119,0.006342494,0,-0.008333333,0.02145923,0.02145923,0.75,0.4691358,2.342697,73.57033,42.19145,47.84242,1.188763,0.9802873,1.03825,478.2069,167.6231,233.7893,-0.005253196,0.003584981,0.01910532,25/04/2017,,2
Hamlet Pharma,Sverige,Aktietorget,Läkemedel,HAMLET,SE0007192026,194.4624,6.35,0.01599998,-0.03053439,-0.2160494,-0.3021978,-0.5415162,-0.4174312,,,-20.08223,-111.1676,-236.5583,2778.034,9723.617,2778.034,-43.70924,-85.18976,-518.9773,-0.04817951,-0.152356,-0.2872249,12/05/2017,,1
Hansa Medical,Sverige,Mid Cap,Bioteknik,HMED,SE0002148817,5345.735,152.5,0.02521008,0.1275416,0.1821705,0.3738739,0.3406593,2.465909,10.55303,31.3381,-39.26466,-24.43933,-29.29871,1789.667,920.1023,1027.55,-45.42525,-21.23231,-30.38075,0.0465095,0.1147845,0.2154831,26/04/2017,,2
Hanza,Sverige,First North,Produktion,HANZA,SE0005878543,231.7885,10.9,-0.02242152,-0.04803495,0.02830181,0.01395345,0.009259206,0.3212121,,,-1159.574,-254.1909,-348.0552,0.1765201,0.1545824,0.1495876,3.205927,5.224065,1.623336,0.01722574,0.02891791,-0.0603208,10/05/2017,,2
Harboes Bryggeri,Denmark,Small Cap,Livsmedel,HARB B,DK0060014751,0.1305,130.5,-0.003816794,-0.01509434,-0.01136364,-0.08098592,-0.1,0.1548673,0.4662921,0.4745763,,,,,,,,,,-0.00437355,-0.02611107,-0.05109692,,,2
Havila Shipping,Norge,OB Match,Tjänster & Leverans,HAVI,NO0010257728,4.82864,0.16,0,-0.05882356,-0.1111112,-0.9238095,-0.8446602,-0.9183674,-0.9953758,-0.9963225,,-2.633774,73.31658,,0.2131296,0.2269523,,1.155925,2.073451,-0.05681819,-0.7168467,-0.8455057,09/05/2017,,1
Havyard Group,Norge,OB Match,Tjänster & Leverans,HYARD,NO0010708605,532.7915,21.5,0,0.08040203,0.4144737,0.7408907,1.336957,7.6,,,35.70242,1.962699,17.25955,0.2659664,0.1642545,0.2429519,7.247188,,-9.056775,0.156545,0.2252746,0.4265881,,,1
Hedera,Sverige,First North,Bemanning,HEGR,SE0007815113,87.17,23,-0.03765689,-0.08366535,-0.05737703,0.15,0.3068182,0.483871,-0.7909091,,25.64103,21.57421,235.4471,0.5248044,0.7338208,4.621491,-3.617013,-4.250457,14.88563,-0.06994772,0.07578468,0.2479368,02/05/2017,,
Heeros,Finland,First North,IT-Tjänster,HEEROS,FI4000127527,,3.05,-0.01929259,-0.009740251,-0.02243588,-0.01612902,0.07394367,,,,,,,,,,,,,0.004056454,-0.008799732,0.02521443,,,2
Heliospectra,Sverige,First North,Tjänster & Leverans,HELIO,SE0005933082,147.4704,4.2,-0.0232559,-0.06040268,-0.3057852,-0.4,-0.5736041,-0.5602095,,,-3.150551,-4.370505,-4.65633,5.91799,7.773044,9.186931,-3.561055,-4.137763,-4.723712,-0.1347287,-0.1766379,-0.2837271,28/04/2017,,1
Hemcheck Sweden,Sverige,First North,Sjukvård,HEMC,SE0009320278,,3.79,0.0243243,-0.007853396,-0.1463964,,,,,,,,,,,,,,,-0.09143411,-0.08265275,,,,2
Hennes & Mauritz,Sverige,Large Cap,kläder & Textil,HM B,SE0000106270,362610.5,219.1,-0.000456163,0.01107526,0.001829031,-0.09909535,-0.1833767,-0.1621415,-0.222774,-0.005447103,19.54993,23.97647,23.224,1.854207,2.341422,2.399841,38.07734,43.35282,39.78111,-0.000756502,-0.05132854,-0.09002882,,,4
Herantis Pharma,Finland,First North,Läkemedel,HRTIS,FI4000087861,16.62864,4.04,0,-0.02884613,0.08021389,0.1222222,1.786207,3.752941,,,-3.758839,-1.808543,-1.38655,665.1456,662.8825,591.2899,-5.353715,-2.583665,-2.074121,-0.05068386,0.1820175,0.4530847,,,1
Hexagon,Sverige,Large Cap,Elektronisk utrustning,HEXA B,SE0000103699,138698.5,384.8,-0.01836738,-0.01333336,0.05280435,0.05801478,0.2246975,0.237299,0.8688684,2.015674,25.45765,21.74015,22.57751,4.328336,3.866835,3.878058,29.91151,33.30342,34.31206,0.01344955,0.04221904,0.04635549,02/05/2017,,4
Hexagon Composites,Norge,OB Match,Produktion,HEX,NO0003067902,4248.988,25.5,0,-0.0340909,-0.06250003,-0.08928572,-0.07272728,0.1383929,-0.3236074,5.910569,21.48273,74.85373,230.5864,3.481319,2.451786,2.550637,-7.693429,-562.3115,-3.721759,-0.03155524,-0.01501215,-0.03174084,10/05/2017,,
Hexatronic,Sverige,Small Cap,Kommunikation,HTRO,SE0002367797,1626.3,45,-0.03017244,-0.03017244,0.03448276,-0.0066225,0.3513514,1.393617,1.694611,28.97003,25.75107,22.34167,20.15701,1.346707,1.06008,1.044004,-53.73534,-73.12842,-57.14696,0.03303838,0.02497542,0.2326412,04/05/2017,,1
Hexpol,Sverige,Large Cap,Produktion,HPOL B,SE0007074281,30530.63,88.7,-0.02741228,-0.03271538,-0.06385228,0.01603658,0.14822,0.06546543,0.4709784,2.519841,21.48532,21.30239,21.08076,2.711423,2.703094,2.659865,42.52177,28.72704,38.31089,-0.03338856,0.01935506,0.1028926,28/04/2017,,4
HH International,Denmark,Small Cap,Byggprodukter,HH,DK0015202451,0.1045,104.5,-0.01877934,0.045,0.1,0.375,0.4513889,0.3933333,1.271739,1.580247,,,,,,,,,,0.05236399,0.1142672,0.1925378,18/05/2017,0,2
Hifab,Sverige,First North,Byggnation,HIFA B,SE0000483943,96.4314,3.17,-0.03058101,-0.06489676,0.07457628,0.0637584,0.1006944,0.2145595,-0.60375,-0.5160306,8.611791,5.18231,7.565035,0.1970803,0.2352585,0.2385669,26.06254,1.474391,2.394108,0.05162525,0.03320789,0.0255512,09/05/2017,,2
HiQ,Sverige,Mid Cap,IT-Tjänster,HIQ,SE0009696883,3340.604,61,-0.004081633,-0.01612903,-0.02788845,-0.1062271,0.03829787,0.2019704,0.4950981,0.8466102,18.67328,17.91866,18.09655,1.93663,1.785584,1.783552,22.05718,20.34692,20.62393,0.002660036,-0.04438794,0.03850353,25/04/2017,,3
HKScan,Finland,Mid Cap,Livsmedel,HKSAV,FI0009006308,172.7136,3.2,-0.01840489,-0.05044506,-0.05604721,-0.04477608,0.06312294,0.02236419,-0.08309455,-0.1351351,-50.8744,-34.09725,259.6206,0.09313217,0.1035954,0.1081846,-18.18038,-3.769942,0.9457805,-0.0353393,-0.005900681,0.03961301,03/05/2017,,2
HMS Networks,Sverige,Mid Cap,Elektronisk utrustning,HMS,SE0002136242,4792.788,409.5,-0.05862069,-0.03076923,0.1375,0.09345794,0.4890909,0.9407583,1.641935,2.845071,37.3703,36.81358,35.06079,4.654403,3.628576,3.685987,69.59282,4.977181,28.52673,0.027614,0.09237313,0.173245,25/04/2017,,3
Hofseth BioCare,Norge,Oslo Axess,Livsmedel,HBC,NO0010598683,238.5872,1.64,0,-0.06818182,-0.07865168,0.312,0.1310344,-0.05202314,-0.6706827,-0.4890966,-1.70425,-3.387839,-3.875368,11.80891,9.012167,12.16107,-1.520429,-8.775361,-11.50799,-0.000869334,0.06823206,0.1919254,12/05/2017,,
Holmen B,Sverige,Large Cap,Skog,HOLM B,SE0000109290,32296.46,384.5,-0.01586898,-0.02658228,0.09170923,0.1229556,0.2748674,0.3971657,0.5921325,1.102242,19.1444,29.41444,25.00181,1.88802,1.460874,1.511655,15.06365,11.50306,13.59064,0.02280271,0.06114435,0.1140006,03/05/2017,,4
HomeMaid,Sverige,Aktietorget,Tjänster & Leverans,HOME B,SE0001426131,291.856,16,-0.01840486,-0.03030303,0.05960262,0.06666666,0.1851852,0.3168725,1.352941,1.857143,14.57859,11.64321,11.61785,0.7909762,0.6346092,0.647419,12.93803,9.63779,9.727875,0.01565433,0.03213,0.1285248,12/05/2017,,4
Honkarakenne,Finland,Small Cap,Byggnation,HONBS,FI0009900104,11.09963,2.29,0.02232141,0.01777776,-0.1054687,0.2651934,0.4402515,0.5793102,-0.09486167,-0.1407452,-7.929363,-6.766433,-7.51936,0.3040994,0.2413077,0.2649476,6.937269,-8.783154,2.447584,-0.04037398,0.07541132,0.3714021,,,
House of Friends,Sverige,First North,Media,HOFF,SE0002053876,38.55363,1.41,-0.04729733,-0.04729733,-0.007042247,-0.04729733,0,0,-0.8682243,-0.8694444,49.64789,15.59654,21.95758,0.4227094,0.7124756,0.6926532,-15.51454,-6.399457,-5.943318,0.009989619,-0.0274241,0.01133978,27/04/2017,,1
Hoylu,Sverige,First North,Elektronisk utrustning,HOYLU,SE0009581192,,4.54,0.002207451,-0.002197852,0.1265508,,,,,,,,,,,,,,,0.000773192,-0.05345547,-0.0394659,,,2
Hubbr,Sverige,First North,Kommunikation,HUBR B,SE0007227673,14.60584,2.44,0.03829794,0,0.03389838,-0.282353,0.1509435,0.3048129,-0.8581396,-0.756,-1.006269,-2.67007,7.735441,0.143158,0.373993,0.3261146,-5.511638,-0.9815016,-1.575062,0.02258813,-0.09918505,0.156975,19/05/2017,1,1
Hugo Games,Norge,Oslo Axess,Betting & Spel,HUGO,DK0060637999,22.42758,0.67,0,-0.01470587,-0.2795699,-0.5442177,-0.5732484,-0.8023598,,,-0.3042688,-4.06227,-1.783001,3.365635,35.82463,16.59727,-0.7048265,-3.035119,-1.477838,-0.1410091,-0.3160157,-0.3116794,04/04/2017,,2
Huhtamäki,Finland,Large Cap,Tjänster & Leverans,HUH1V,FI0009000459,3584.04,34.45,-0.02214019,-0.02957744,0.04743087,0.004373222,0.0105603,-0.02601069,0.7712082,2.013998,18.43725,19.31746,19.4786,1.222346,1.271846,1.213483,-117.8961,-321.9825,-108.0985,-0.003802061,0.03329301,-0.05706244,27/04/2017,,1
Humana,Sverige,Mid Cap,Sjukvård,HUM,SE0008040653,3520.525,66.25,-0.02573529,-0.06360424,-0.07017544,-0.156051,-0.1107383,-0.06690141,,,15.57761,25.38498,12.88193,0.5383066,0.621722,0.3849004,-4.513494,-14.79562,-3.186825,-0.01198345,-0.03059053,-0.04165536,18/05/2017,0,1
Husqvarna B,Sverige,Large Cap,Konsument,HUSQ B,SE0001662230,50276.55,87.85,-0.01788707,-0.02497225,0.08123075,0.1528872,0.2966789,0.3290469,0.7174975,1.576246,21.61504,18.37107,18.9098,1.34548,1.06504,1.093461,167.0317,53.64582,69.14216,0.007987738,0.103334,0.1057195,21/04/2017,,3
Hybricon,Sverige,Aktietorget,Tjänster & Leverans,HYCO,SE0006966115,21.5267,1.45,0.1885246,0.1885246,0.1153847,-0.4313725,-0.4894366,-0.839779,,,-0.4370893,-4.263674,-5.000551,0.5016008,2.333858,2.427423,-0.9835831,-3.958705,-3.202641,0.05857921,-0.2950209,-0.5210501,18/05/2017,0,1
Höegh LNG,Norge,OB Match,Olja & Gas,HLNG,BMG454221059,6816.077,88.25,0,0.01436782,0.01436782,-0.03814714,-0.02216067,-0.04336043,0.5215517,1.057109,621.4789,59.38235,196.58,3.463237,4.311632,4.063622,-12.77698,-5.592989,-8.084472,0.009898186,-0.01682383,-0.02223086,,,2
Hövding,Sverige,First North,Konsument,HOVD,SE0007075262,176.012,15.8,-0.01863355,-0.05389224,-0.06508873,-0.1022727,-0.2178218,-0.368,,,-3.011187,-3.554883,-3.063133,3.015815,5.954903,3.92362,-4.484039,-5.278014,-4.211514,-0.03659272,-0.05037433,-0.1319881,10/05/2017,,1
I.A.R Systems,Sverige,Mid Cap,IT-Tjänster,IAR B,SE0005851706,2462.85,195,-0.01265823,-0.0201005,-0.02743142,-0.03225806,0.005154639,0.15727,1.921348,4,31.73776,28.93248,27.34002,7.367185,6.322252,6.062775,24.67786,23.29514,21.28854,-0.01065028,-0.006597042,0.05093205,26/04/2017,,2
I.M. Skaugen,Norge,OB Standard,Olja & Gas,IMSK,NO0003072803,216.1702,7.98,0,-0.05450232,-0.01481486,-0.1483458,2.627273,2.728972,-0.07424592,-0.715,-1.128617,-1.482269,-1.475444,0.3606134,0.2090167,0.331513,2.04773,1.00484,2.251946,-0.03556842,0.02598071,0.742034,,,
IC Group,Denmark,Mid Cap,kläder & Textil,IC,DK0010221803,0.146,146,-0.1097561,-0.1070336,-0.1309524,-0.1609195,-0.01683502,-0.3596491,-0.1560694,0.3904762,,,,,,,,,,-0.01864874,-0.02383184,0.02277088,17/05/2017,,2
ICA Gruppen,Sverige,Large Cap,Livsmedel,ICA,SE0000652216,61952.97,308,-0.004524867,-0.006772029,0.04371398,0.05335159,0.1204074,0.1111111,0.3707165,2.136456,16.26918,15.25679,15.00116,0.5964012,0.5600632,0.5761386,13.28893,13.26728,14.26057,0.009455442,0.02051973,0.04940367,09/05/2017,,1
IDEX,Norge,OB Match,Elektronisk utrustning,IDEX,NO0003070609,4044.469,7.6,0,-0.08212559,0.08571427,0.1603053,0.06293704,-0.09738719,0.3194444,6.6,-19.9005,-16.20501,-16.87759,104.8931,1863.839,3451.118,-17.47388,-16.14626,-16.57837,-0.05124807,0.1411638,0.02528191,12/05/2017,,1
IDL Biotech,Sverige,Aktietorget,Bioteknik,IDL B,SE0000514747,86.66146,3.17,0.07094596,0.07457628,0.05666669,0.02589002,0.0063492,0.0160257,1.881818,3.528571,60.84453,52.1197,51.49907,2.497952,2.586396,2.432243,-75.68687,-103.0134,-35.61519,-0.01537442,0.0642153,-0.08988434,27/04/2017,,1
Idogen,Sverige,Aktietorget,Läkemedel,IDOGEN,SE0006887386,94.1094,7.7,0.02666664,0.115942,-0.1720431,-0.3474576,-0.125,0.4666666,,,-7.136899,-7.869401,-7.927208,7842.45,2897.66,3418.297,-7.53659,-7.880608,-8.144149,0.0272156,-0.2424288,-0.2092309,24/04/2017,,1
Igrene,Sverige,Aktietorget,Olja & Gas,ABI,SE0006091476,86.668,11.75,0.02173913,-0.02083333,0.2433863,-0.1098485,0.175,-0.5445736,,,-13.22305,-25.86619,-23.9977,,,,-9.24163,-14.65907,-16.68929,0.09375715,-0.006506264,-0.2882609,21/04/2017,,1
Ilkka-Yhtymä 2,Finland,Small Cap,Media,ILK2S,FI0009800205,76.73835,2.99,-0.006644512,-0.006644512,0.02397258,0.03460204,0.1198502,0.4729064,0.2777778,-0.4679715,8.701979,24.4704,11.74859,1.931108,1.591861,1.629321,18.7946,13.90672,13.93311,0.01916873,0.009121537,0.05725789,08/05/2017,,3
Image Systems,Sverige,Small Cap,Elektronisk utrustning,IS,SE0006421871,81.81434,2.14,-0.00925925,-0.03167418,-0.04888884,-0.004651158,-0.08936162,-0.1574803,-0.6942858,-0.9370588,-81.99234,-44.9305,61.89111,0.6156083,0.9671158,0.7663354,-38.95921,-32.08928,-30.35122,-0.02096009,0.01592946,-0.06038439,11/05/2017,,1
